,ID,additionalProperties,lat,lon
516,BikePoints_558,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '200048', 'modified': '2023-11-08T23:11:28.433Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T23:11:28.433Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T23:11:28.433Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1399635120000', 'modified': '2023-11-08T23:11:28.433Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T23:11:28.433Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T23:11:28.433Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '8', 'modified': '2023-11-08T23:11:28.433Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '16', 'modified': '2023-11-08T23:11:28.433Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '24', 'modified': '2023-11-08T23:11:28.433Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '8', 'modified': '2023-11-08T23:11:28.433Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T23:11:28.433Z'}]",51.493978,-0.127554
517,BikePoints_559,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '200111', 'modified': '2023-11-08T22:19:59.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T22:19:59.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:19:59.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T22:19:59.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T22:19:59.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:19:59.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '11', 'modified': '2023-11-08T22:19:59.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '13', 'modified': '2023-11-08T22:19:59.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '24', 'modified': '2023-11-08T22:19:59.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '10', 'modified': '2023-11-08T22:19:59.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '1', 'modified': '2023-11-08T22:19:59.843Z'}]",51.501391,-0.205991
518,BikePoints_560,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '200015', 'modified': '2023-11-08T18:25:56.4Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T18:25:56.4Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T18:25:56.4Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T18:25:56.4Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T18:25:56.4Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T18:25:56.4Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '4', 'modified': '2023-11-08T18:25:56.4Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '17', 'modified': '2023-11-08T18:25:56.4Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '21', 'modified': '2023-11-08T18:25:56.4Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '4', 'modified': '2023-11-08T18:25:56.4Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T18:25:56.4Z'}]",51.511624,-0.205921
519,BikePoints_561,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '200037', 'modified': '2023-11-08T23:07:30.21Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T23:07:30.21Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T23:07:30.21Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1330503540000', 'modified': '2023-11-08T23:07:30.21Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T23:07:30.21Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T23:07:30.21Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '22', 'modified': '2023-11-08T23:07:30.21Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T23:07:30.21Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '22', 'modified': '2023-11-08T23:07:30.21Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '22', 'modified': '2023-11-08T23:07:30.21Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T23:07:30.21Z'}]",51.518369,-0.043371
520,BikePoints_562,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '200074', 'modified': '2023-11-08T21:56:18.193Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T21:56:18.193Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T21:56:18.193Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1330503420000', 'modified': '2023-11-08T21:56:18.193Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T21:56:18.193Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T21:56:18.193Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T21:56:18.193Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '21', 'modified': '2023-11-08T21:56:18.193Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '21', 'modified': '2023-11-08T21:56:18.193Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T21:56:18.193Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T21:56:18.193Z'}]",51.51746,-0.12335
521,BikePoints_563,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '200232', 'modified': '2023-11-08T22:49:17.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T22:49:17.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:49:17.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T22:49:17.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T22:49:17.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:49:17.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '10', 'modified': '2023-11-08T22:49:17.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '16', 'modified': '2023-11-08T22:49:17.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '26', 'modified': '2023-11-08T22:49:17.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '10', 'modified': '2023-11-08T22:49:17.843Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T22:49:17.843Z'}]",51.499286,-0.009152
522,BikePoints_564,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '200068', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '40', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '41', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T22:02:31.92Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T22:02:31.92Z'}]",51.509943,-0.117619
523,BikePoints_565,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '200135', 'modified': '2023-11-08T22:38:01.313Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T22:38:01.313Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:38:01.313Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T22:38:01.313Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T22:38:01.313Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:38:01.313Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '10', 'modified': '2023-11-08T22:38:01.313Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '7', 'modified': '2023-11-08T22:38:01.313Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '17', 'modified': '2023-11-08T22:38:01.313Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '10', 'modified': '2023-11-08T22:38:01.313Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T22:38:01.313Z'}]",51.521905,-0.063386
524,BikePoints_566,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '200141', 'modified': '2023-11-08T22:47:15.463Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T22:47:15.463Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:47:15.463Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '1330937940000', 'modified': '2023-11-08T22:47:15.463Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T22:47:15.463Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:47:15.463Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '18', 'modified': '2023-11-08T22:47:15.463Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '23', 'modified': '2023-11-08T22:47:15.463Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '42', 'modified': '2023-11-08T22:47:15.463Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '18', 'modified': '2023-11-08T22:47:15.463Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T22:47:15.463Z'}]",51.509158,-0.224103
525,BikePoints_568,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'TerminalName', 'sourceSystemKey': 'BikePoints', 'value': '200110', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Installed', 'sourceSystemKey': 'BikePoints', 'value': 'true', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Locked', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'InstallDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'RemovalDate', 'sourceSystemKey': 'BikePoints', 'value': '', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'Temporary', 'sourceSystemKey': 'BikePoints', 'value': 'false', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbBikes', 'sourceSystemKey': 'BikePoints', 'value': '18', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEmptyDocks', 'sourceSystemKey': 'BikePoints', 'value': '0', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbDocks', 'sourceSystemKey': 'BikePoints', 'value': '18', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbStandardBikes', 'sourceSystemKey': 'BikePoints', 'value': '15', 'modified': '2023-11-08T22:44:14.273Z'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Description', 'key': 'NbEBikes', 'sourceSystemKey': 'BikePoints', 'value': '3', 'modified': '2023-11-08T22:44:14.273Z'}]",51.51616,-0.18697
